id,tweet,isVulgar,emoScore,label
2047,gain follow rt this must follow me i follow back follow everyon who rts gain femal iphon sougofolow digit v,0,0,0
2048,you know what is piss me off motoblur is act up and can not post a bad status   motorola,1,0,0
2049,note to self by new phone charger appl one suck appl iphoneproblem po will not charg gr,0,0,1
2050,me n besti salon newhair nano weekend instagram samsung,0,0,0
2051,facetim with my schnauzerniec iphon facetim schnauzer pet famili ig iger igdaili in,0,0,0
2052,yeah babi me iphon christma iphon digit s yay gold bestparentsev smile,0,0,0
2053,beauti sunset at the bunakenchacha the sun go down iphon natur natgeo,0,0,0
2054,new stuff underdoxx newstuf samsung cat digit e amazonfiretv netgear work niceday opa spack,0,1,0
2055,just our narsi face lol iphon iphonesia iphoneon iphonographi cartoon fashionstyle,0,0,0
2056,ignor the previous tweet your mah boy and i got nuthin but love i just need to vent sherwezi,0,0,1
2057,my photo joy rich japan japanes blackandwhit monochrom stretphotographi laugh sonya digit s soni,0,0,0
2058,follow on instagram what is up surf fun capetown funni sexi me samsung,0,0,0
2059,digit year old papa samsung live laugh life filchi chines instago instahub,0,0,0
2060,victoria secret iphon cover teal spark pink limitededit on victoriasecret pink,0,0,0
2061,best iphon case ever minion despic me iphon case ebay cute,0,0,0
2062,guess who has a new phone   me s digit samsung galaxi white broke lol,0,1,0
2063,the oloclip is to dope fishey win j appl iphonegang iger instahigh instagang fuxwi,0,0,0
2064,love zipper screen lock android ap beauti cute color iger iphoneon iphonesia cat iphon,0,0,0
2065,dear appl your iwork softwar is a big steam turd appl failur,0,0,1
2066,huh funni t  s ushouldnt rnbclasic stepstosurviveahorormovi hi momma halloween soni ericson tintin,0,0,0
2067,i do not care if it is avail for my phone i do not want it appl io digit,0,0,1
2068,clank rhyme with manx wank rank tank bank yank use rhyme for iphon,0,0,0
2069,i am realli start to hate io digit pandora is not work and my music either get shut off or rewind when i get a messag,0,0,1
2070,am in love with my samsung galaxi s digit goodby appl product d godbyeapl heloandroid samsunggalaxi digit samsungfutur samsung,0,1,0
2071,like and share if you want this iphon food pattern case iphon s,0,0,0
2072,rose parti rose music godvib samsung soni sonybrasil canon canonbr,0,0,0
2073,tweet frok my phone while i sit in front of a comput aforment imovi file freez up whole comput,0,0,0
2074,sunset one minut ago zeland dezekust holland stormhour earthandcloud samsung europ,0,0,0
2075,why michel came home tcot nascar theater movi singl bad ipad iphon window digit,1,0,0
2076,she is my babi ok mine dock station samsung spoon sesh,0,0,0
2077,like i am liter still pay off the digit   of damag from the last time now its fuck broken again fuck technolog samsung,0,0,1
2078,love is in the air coupl uk birmingham chinatown igdaili iger iphon iphonesnapshot,0,0,0
2079,rt rt babi appl bad suck appl mac babi children user makasar sulsel indonesia,1,0,0
2080,  digit digit funni emoji hous slipper aliexpr cheap shop deal sale deal offer amaz emoji funni bless sliperday digit hous laugh lol life appl girl fun time movi heart face emoji,0,0,0
2081,morn   them pretti gir pink iphon gold rose ysl lifestyle,0,0,0
2082,guess i am go back to an iphon rim just does not get it if iphon had a physic keyboard that  d seal the deal haterim,0,0,1
2083,iei and my new toy just arriv iphon x newtoy iphonex newphon newphon iei,0,0,0
2084,both my laptop will not fucken work now fuckpc and an even bigger fuckyou appl,0,0,1
2085,scamster advertis a sale site went down digit min  s before the sale came back up   all gone report site down for digit minut vivofraud vivoscamst,0,0,1
2086,the best birthday present ever playstat ps digit soni gift birthday thank gracia,0,0,0
2087,switch happen new custom bostmobil bostmobilemiami face best deal iphon phone samsung acesoir miami hialeah flamingo miramar sunris,0,0,0
2088,digit ap to enhanc your facebok fan page femal friend gratitud entrepreneur ipad iphon blackberri,0,0,0
2089,now my girl will never pay any attent to me now she just got an iphon digit,0,0,0
2090,my convers with siri digit siri iphon digit iphon imesag appl bad forev digit,1,1,0
2091,i love how i was just on digit and now i am on digit iphon,0,0,0
2092,just switch from iphon to android i am in love and do not regret it samsung globegalaxi digit lte,0,0,1
2093,new phone case iphon digit case mk digit charli sim justin bieber belieb them woo,0,0,0
2094,i actual spent digit minut wait for a program i hate to updat on two comput and it still will not work rage,0,0,1
2095,rt photo old friend graham meghan chelsea and some girl iphon iphoneographi blo,0,0,0
2096,off to school mine appl water bfast godvib girl kid fun smile instashot,0,0,0
2097,benghazi victim s widow blasts news photographi fashion health failur tech ipad iphon funni lol,0,0,0
2098,play start the parti startheparti playstat digit soni playstat fun happi fam carlo a hous,0,0,0
2099,night night kiss laugh a lot iphon iphonemania passion iphoneon sweet dream,0,0,0
2100,i hope thi fix all the problem appl iphon io digit,0,0,1
2101,home to fairi via fungi pun funni cute ador cartoon emoji paint illustr draw redbubl shirt phonecas galaxi samsung android iphon laptopcas pillow bag totebag decor sticker notebook journal,0,0,0
2102,face it you digit gadget too digit off siri smartwatch discount expir in digit h do not miss it siri smartwatch gadget lifestyl discount offer iphon fit order digit iento tech life travel deal smartphon,0,1,0
2103,you can do better ipad iphon verizon appl bieber money god spam work job tmz celebr bad rich,1,0,0
2104,i love play the guitar explor enjoylif friend parti digit s nofilt iphone,0,0,0
2105,bakocas and more new arriv digit off iphon phone ebay samsung art sale game android,0,0,0
2106,love these this song is my favorit the digit favorit itun iphon best,0,0,0
2107,rt googl may be readi chrome os tablet for black friday releas on verizon gog,0,0,1
2108,you still got the same number on your iphon that you and will not stop go on about    ,0,0,0
2109,thank you for the unnecessari headach appl you and icloud suck annoy wasteoftim appl,0,0,1
2110,new year digit cheer fun smile sweet coupl s   m soni maya black parti new day,0,0,0
2111,love my new iphon case minion mickey fun digit s funda lopeta lom bestcasev,0,0,0
2112,high way cafe shoutout indian malayali fun tbt tbs tag photographi iphone,0,0,0
2113,romant night kent sky romant beauti cloud colour exot iphon iger nature,0,0,0
2114,the prophet as a husband iphon android kindl book februari digit digit a,0,0,0
2115,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow } digit t,0,0,0
2116,i loveapl but the terribl latest io updat push me to lose signal constanst,0,0,1
2117,valentin day enter competieion and get the chanc to win samsung galaxynot digit,0,0,0
2118,birthday cake appl birthday wish julieday sweet healthi meow gren,0,0,0
2119,disciplin your world gcseresult digit success travel trump quot motiv thursdaythought todaysor idol perfum makeup luxuri news arian car life relationship watch youtub iphon fashion hope,0,0,0
2120,i know right who would not bad jk i miss you too facetim iphon,1,0,0
2121,how am i suppos to draft tonight for fantasi if i do not have my laptop gimemylaptop,0,0,1
2122,let us go shop holiday bsb girl day sun hous shop iphon iphonesia inst,0,0,0
2123,god i love when my ipod take digit minut to synchron,0,0,1
2124,a would say its great that you final have a phone as sinc it broke last wed bt a guess no way its back to twitter hello again,0,0,1
2125,  advertis archiv samsung blast more text less tap digit x digit public display of affect,0,0,1
2126,give away thousand of verizon iphon digit s digit qualifi find out now if you qualifi sponsor free iphon,0,0,0
2127,sent off my iphon digit digit gig for repair to digit they lose it and are now send me a digit gig as a sorri appl,0,0,1
2128,make graphic with   phoster on my iphon sunday prais ador worship prayer,0,0,0
2129,hey guy look huaweiporschedesignm digit dualsim digit gb digit gbhk money today life twitch birthday sale android window nokia samsung iphon phone smartphon motorola offer bestpric jun digit digit digit digit pm,0,0,0
2130,birthday present dd macbokpro mac appl birthday gift present awesom,0,0,0
2131,holli shit at last appl moscow itunesstor itun news,0,0,0
2132,i am tri not to loos my cool i just did three hour of edit and my bad stop work appl ihateyou,1,0,1
2133,appl is total chang the intern data roam game what are you wait for,0,0,0
2134,holyfuck i guess i am a twitter addict now i love how its implement in osx iphon appl macbok macbokpro mbp digit,0,1,0
2135,garden stemit garden stori tri new blog life photo photo photographi len imag imag soni sonylen sonyphoto sonyphoto sonyphotographi photof feed cool like look home green small follow colorchaleng color a,0,0,0
2136,those mtf make me sit for an hour because i came half hour late man i need to start being punctual digit real appl,0,0,1
2137,steve job  s wiki page say he is dead sad if true but i still,0,-1,1
2138,on digit samsung hour sale on digit pro on digit amazon india samsun samsung on digit pro,0,0,0
2139,aashamsak lordsiva wish you a happi sivaratri lord iphon ap ipad love siva,0,0,0
2140,appl suck rt electron frontier foundat googl has your back more than appl other do,0,0,0
2141,game of skate ^^ feria relax descanso skate digit playstat digit soni ehnoi tamujunto hous home,0,1,0
2142,how can the iphon serious go from digit to digit in an hour you iphon appl,0,0,1
2143,sualt summer digit bodrum soni xperia z royal panecea hotel gumbet,0,0,0
2144,you me and the intrud smile grounghog brussel bruxell belgium pictur iphone,0,0,0
2145,is my birthday digit a o cat catey glass cool babi soni ilovemycat,0,0,0
2146,i freak hate appl right now they are sue htc so i can not get my one x,0,-1,1
2147,protect your iphon in style search love potion   chill pill phone case senonceleb iphon chill,0,0,0
2148,what is everyon  s favorit theme for iphon or itouch via cydia on a jailbreak pardon the million hashtag jk i them d,0,2,0
2149,i love retwet it is the bomb the nfl rock and i am look forward to a vike win beyonc mm tgif i want an iphon hello again,0,0,0
2150,hate my phone right now drop call over heat   shut off random fuck appl,0,0,1
2151,dear iphon your word suggest suck i winder if there is anyway to switch the dictionari from you s to can appl,0,0,1
2152,comic on the iphon the new transform prequel comicbok ap will we see more with your work in futur comic rotf,0,0,0
2153,i have to buy and instal snow leopard to then buy and instal lion you have gota be f in kid me appl,0,0,1
2154,godnight chat with siri appl iphon digit s iphon iso digit tire night,0,0,0
2155,never had a softwar updat on my phone i am feel left out,0,0,1
2156,the frustrat of deal with a novic gogler video femal friend gratitud ipad iphon blackberri,0,0,0
2157,got new iphon d very happi appl iphon,0,1,0
2158,fine guess i do not need the new updat consid its say its unavail what the fuck appl can it,0,0,1
2159,so much effort to avoid pay tax and fair wage   employebenefit only to be snag must to be appl,0,0,1
2160,concept art the iphon digit g who doesn t a good concept piec spaziocelular forum,0,0,0
2161,ever sinc i updat my ipod it will not let me use itun,0,0,1
2162,one of my follow bitch out fuck you to hater bad bad porn makenosens folowm asjuic mtv crib appl cash,1,0,1
2163,let us get ihatemicrosoft trend skype microsoft appl iphon ipad window gadget hate failur trend let us get go,0,0,1
2164,now i oficiali happi playstat digit play hashtag money consol dualshock soni awesom awesom,0,0,0
2165,big split in the eleph famili tree femal friend gratitud entrepreneur ipad iphon blackberri,0,0,1
2166,my phone just restor itself if all my contact and pictur are gone i will be so piss what the fuck,0,0,0
2167,wahoo so excit appl ipadmini school excit   appl store,0,1,0
2168,new tv yesss final samsung godtv i can watch netflix now,0,0,0
2169,got a new phone and i am still not get all my messag iphon,0,0,1
2170,it is not gold but i l take it spacegray iphon digit s newphon fingerprint appl aplefaith,0,0,0
2171,birthday janisjoplin beauti beauti amaz mybackground sinc i had this iphon,0,0,0
2172,my phone say it has an email yet their is no email,0,0,1
2173,so happi that i got the job newjob job samsung recept futur step life hire,0,0,0
2174,i am so glad there is a million genius guy stand behind the desk at appl but no one can help me until wednesday notgenius,0,0,1
2175,rt happi birthday steve job stevejob appl mac job steve birthday,0,0,0
2176,why can not thing just go right for once this fuck phone is a piec of bad and will not let me download my music off itun appl,1,0,1
2177,sex iphon sex iphon there is no middl ground with this woman lone sadfac,0,0,1
2178,everi time tweet my iphon goe crazi laugh it,0,1,0
2179,even though i am in a bad mood i am still smile as well its bedtim sleepi bedtim samsung,1,1,0
2180,dear iphon we use to know each other for a long time but mi new friend is oneplus itrock,0,0,0
2181,teddi mylitlebro play angrybird samsung note homeswethom lol instadaili photoftoday,0,0,0
2182,an appl a day keep the doctor away appl fruit healthi snack prevent girl instafod,0,0,0
2183,good morn krishnagiri cloud iphonephotographi iphon mobil natur mountain life enjoy,0,0,0
2184,big ben london   instagod instagram iphon feluma vip cool coutur fun fashion life,0,0,0
2185,street fighter iv arena android game news io appl iphon,0,0,0
2186,now avail luxuri militari h check it out here iphon case music discount,0,0,0
2187,relax me gopro instago car drive test top gamer playstat digit psn soni monster porsch needl folowm samsung hp hdr play playstat digit pro full epic,0,0,0
2188,smoke smoke portrait shoot shoot tfp tfpmodel tfpshote model modeln camera kamera fun fotografi photographi fotograf photograph hobbi fotoshot photoshot soni sonyalpha sonya digit kaiedel artofportr,0,0,0
2189,thank you samsung for the shotiest phone i have ever had the displeasur of own samsung,0,0,1
2190,famili love famili friend beauti fun cuti iphon iphoneisa foreveryoung hokahbar,0,0,0
2191,serious mbak o note in mind next time i chew appl p replay apel bawang kentang,0,2,0
2192,tv review cameron crow s roadi news photographi fashion health failur tech ipad iphon funni lol,0,0,0
2193,bring back d studi fridayfel blackfriday archiv googl facebok twitter free android market internet onlin qatar io appl educ likeforlik technolog like digit like turkey iphon pictur photoftheday social socialmedia beauti,0,0,0
2194,ah i hate iphon run on digit and my batteri will not charg what the fuck it say it does not support it iphon,0,0,1
2195,you are hum while you re walkin when a microscop stone chip stop everyth i these joy moment spent with my daughter   proud dad haveaniceday shotoniphon iphonex,0,0,0
2196,my phone would failur me when i need it the most thank for noth you piec of shit iphon angrytwet,0,0,0
2197,i eu d famili friend hot galaxi samsung beauti s,0,1,0
2198,batman to the rescu rt thank god for peopl like stupidiphon,0,0,0
2199,oh hello there selfi vancouv instadaili instacut samsung smile blackandwhite,0,0,0
2200,never had an imac though any good i would not mind a nice imac next lol,0,0,0
2201,digit day digit tweet digit redit up digit facebook share digit facebook like solid all around thank guy appl slovenia,0,1,0
2202,yay thank you grandma ipad digit appl newtechnolog newtoy itslikechristma yay,0,0,0
2203,here  s a tip if a recip call for digit   digit cup of thin slice appl that is approxim one medium size appl appl fresh summer healthi diet food,0,0,0
2204,i love my samsung galaxi note digit phone bestbuy sprint earlychristma joy technolog,0,0,0
2205,zune was clear a superior product to ipod and it make me sad that you are not support any of it anymor  ,0,-1,0
2206,aplemap eat a fist of retard sandwich for everi meal appl googl the best,0,0,1
2207,folowtrick retwet follow all who rt folowback gain today iphon sougofolow }  ,0,0,0
2208,listen to a song on cd i can have it on droid and zune not ipod,0,0,1
2209,just a remind that wdc digit has start appl aplev io io digit yay excit,0,0,0
2210,got appl so do not have problem but still have alot of problem problem,0,0,1
2211,photo beachphotographi snaps iphoneographi blackandwhit iphon digit bw beach iphon cloud,0,0,0
2212,con rhyme with wand pond fond bond frond blond use this rhyme for iphon,0,0,0
2213,happi magi after mommi   magi play time shihtzu playtim samsung s digit photographi winter rescuedog dog bestfriend dogsoftwit dogslif doglov dog rescu puppi shihtzupupi fun sweetheart petlov furbabi,0,0,0
2214,peek out of this tree uk general pictur good god nice day famili today rain soni son,0,0,0
2215,selfi vocat newyear trip thailand khaoko a digit ilc digit soni vsco snapsped,0,0,0
2216,i m on itun appl i am sure i made it no ok i m though,0,0,0
2217,dogswel veggi life hip chicken   appl treat for adult dog digit ounce,0,0,0
2218,dynam life magictrick pickl spanish iphon motorcycl spraypaint art bewild relationship,0,0,0
2219,i am just sayin men crazi iphon galaxi digit instamod kiss instalov instagod,0,0,0
2220,i am glad i do not have a shitti iphon p androidftw,0,1,1
2221,my new babe galaxi nexus babe new phone samsung instaphon instacol,0,0,0
2222,your mobi buy a cool gift today samsung iphon soni tablet,0,0,0
2223,thank for today mangrov holiday selfi seru soni xperiac digit freday friday pictur,0,0,0
2224,dessert is serv appl crisp dessert whipcream yum chef sweet fodporn food,0,0,0
2225,and i keep find wonder music in this album music iphonesia iphon drake,0,0,0
2226,mani hour later still tri to get into my appl id and lock out again,0,0,1
2227,ay foam free universalhealthcar appl iphon digit iphon digit plus iphon digit iphon digit iphon digit iphon digit gs iphon digit iphon i iphonecas planmedicounivers grati coberturasanitariaunivers fairtrad comerciojusto wepa apletv adbust murmuyo boricua,0,0,0
2228,clinton n word scandal bil s news photographi fashion health failur tech ipad iphon funni lol,0,0,0
2229,cool girl for you femal fodporn dj tokyo appl ap gameofthron game newyork,0,0,0
2230,serious autocorect you fix it to a non english word autocorect,0,0,1
2231,i wish you all a wonder tuesday morn twetheart may this day treat you well and give you all you ask for as we move along this week tuesdaymotiv famili friend joytrain newday tree appl,0,0,0
2232,my calendar on my iphon has wipe argh plus i have lost some contact,0,0,1
2233,megansum digit being social abl ignor hateyou iphon cafenero pictur lol megan whatisearth,0,0,1
2234,merri christma from the cat christma cat samsung light berri leav,0,0,0
2235,repost via museto belo bestoftheday iphon fujifilm tbt london citi life cat cat pet,0,0,0
2236,go follow they follow back   bestiv sandown isleofwight iphon ap android news,0,0,0
2237,godmorgen ale samen do not know danmark morn work trafic longday tilbeh r iphon samsung come soon,0,2,0
2238,you suck big time it s incred you buy an expens iphon then come the new one and updat and sudden it s start to failur appl galaxi digit gona buy,0,0,1
2239,photo we open it playstat digit soni playstat parcel woo game thelastofus gtav beterthanxbox,0,0,0
2240,dear appl you have yet to master the charg chord keep tri sincer i expect more by now appl,0,0,1
2241,do not get the new digit digit digit updat it is mess up all my ap hateiphon,0,0,1
2242,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow g { n,0,0,0
2243,multitask on my phone android samsung s digit facebok twitter ig instalik instacanada,0,0,0
2244,photo vega art appl america like bad wrong creepi odd weird yesyesy instagram,0,0,0
2245,my new appl iphon case of i am in with this,0,0,0
2246,photo io digit iphon iphon digit s appl weather sky outdoor natur world folowm follow,0,0,0
2247,with the sun i look better xd sunni sun sonsum guy blue street instagram samsung,0,1,0
2248,vr is here feel the incred thrill of this experi for yourself vr samsung virtualr scienc,0,0,0
2249,happi vibe fruitstick recycleart efrenav vida vibe fruit collag mango appl pear orang art eternidad banana,0,0,0
2250,roast appl   so tasti appl roastapl   bake icecream instafod fod,0,-1,0
2251,final sort a new phone thank to the very help appl staff at the miltonkeyn iphon digit s customerservic,0,0,0
2252,love having to wait in appl for an hour to get my phone fix hateiphon,0,0,1
2253,iaintafraidtosay that i am blambal new iphon   ipod game and i myself check me at apstor here d,0,1,0
2254,twitter buzz for appl store rt leav the appl store,0,0,0
2255,lost world of tambun instalov instacrazi memori samsung galaxi digit android fun,0,0,0
2256,is this new one for digit so i can show it is superior to the ipad,0,0,0
2257,second day of use my iphonex i must admit the screen is beauti and face id work great technolog,0,0,0
2258,new releas slime school io redit lol viral appl redit program apgam gamedev digit,0,0,0
2259,well done soni free game this month are towerfalascent and strider great game ps digit,0,0,0
2260,purpl samsung live laugh life instago instahub instadaili instamod instafod,0,0,0
2261,in the past few year the eu has penalis microsoft appl googl amazon and just about everi other american firm it does not like is it any wonder trump is say and fight back with tariff i would   eu tri to play big and is screw up,0,0,1
2262,in the middl of an engag convers with adhi and my phone die iphon,0,0,0
2263,regran from dmforcredit drone uav ua dronegear beauti aerial plane instagod dronelif india diet dji pixhawk technosi dhruv multicopt me quadcopt phantom oneplus fpv india usa dronefli copter,0,0,0
2264,o o t d otd lifestyl l digit l f digit femal me selfi iphonex me picoftheday vsco vscocam beauti beauti like digit like folow digit folow folowm instagay instagod,0,0,0
2265,if it is not your bodi then this is not your busi girl me face beauti iphon cute gorgeous,0,0,0
2266,you can find hope everywher hopei nyc wander camera iphon red,0,0,0
2267,nice line up of ap iphon ap fuckyou funni naughti legend fuck appl,0,0,1
2268,danc and drama like kiss iphon insthgram folowm digit like boy gril drama,0,0,0
2269,tomorow  s outfit outfit otd sweater simpson jean shoe holograph iphon watch,0,0,0
2270,my new weapon in with this camera samsung opticalzom bestbuy awesomeon wow,0,0,0
2271,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow q   digit,0,0,0
2272,hard plastic shaw and much more at zeta suppli click the link iphon discount case,0,0,0
2273,chill in my spyro onesi god i love it spyronesi onesi soni cosplay,0,0,0
2274,love my new samsung earphones smile,0,0,0
2275,just a coupl of pictur i took photographi it samsung galaxi ok zoom,0,0,0
2276,our loung is almost complet grey teal ikea dfs soni habitat instalov four,0,0,0
2277,follow on instagram pleas fashion quot quot citat fun funni pink iphon,0,0,0
2278,my new iphon digit plus gold nice iphon iphon digit iphon digit plus ip digit like new excit,0,0,0
2279,beach jump pic are a must boo myrtl fiance happi ig iphon instagram iphoneog,0,0,0
2280,phone fuck can you send me messag with your name,0,0,1
2281,photo of the day for our album forev special sweet malaysia malaysian asian iphon ipho,0,0,0
2282,cute littl work area imac macbok appl work workarea mac flower desk cute,0,0,0
2283,photo samsung girl me femal fring cur brunett brown hair cheeki smile orang,0,0,0
2284,so my ipad is on   do not disturb   yet as i have just almost got to sleep it goe off ok them   failur,0,-1,1
2285,cover peeper ksa kuw kuwait q digit qatar us uae usa iphon appl sale sfsale fun,0,0,0
2286,i realli wish my bad phone would synchron to my comput i am get realli frustrat   pisedof wantmydroid,1,-1,1
2287,iphon not regist iphon no recept iphon fucken bad iphon blah blah blah my nokia digit,1,0,1
2288,that digit differ pose of my face though   godeven soni camera closur,0,0,0
2289,my new babi samsung samsungalaxi digit edg gold mobil excit iloveit sobeautiful,0,0,0
2290,after unplug my fulli charg phone and hour and a half ago my batteri is alreadi down to digit samsung hatingmyphon,0,0,1
2291,so a great deal of money has been exchang for the promis of a beauti white box arriv at my hous week appl tool,0,0,0
2292,belat birthday gift are alway the best birthday gift appl macbokair,0,0,0
2293,canva iphon nuest lockscren person i love them laugh use it freeli love,0,0,0
2294,in my natur habitat natur beach beauti pretti night tree twilight cloud cloudporn photoftheday iphon,0,0,0
2295,photo polyvor home homedecor decor valentin   polyvor decor valentin iphon,0,0,0
2296,tweet about omf southsid ipho suburb iphon libra libra strang,0,0,0
2297,fuck appl you pay for digit gig and they give you digit digit asshol appl iphon,0,0,1
2298,and i probabl just lost everyth on itun as well as my phone fuckfuckfuck yourefuckingidiot,0,0,1
2299,mp digit cutter   free android ap unitedst cute color iger iphoneon guitarplay iphon,0,0,0
2300,go to work bh digit c iphonesia iphon instagod instagram photoftheday twegram,0,0,0
2301,kid the free ap why the platypus does not sing iphon ipad,0,0,0
2302,hi babi digit new appl iphon iphon digit black yayn teamapl final baby,0,0,0
2303,samsung car adapt avail at our store caradapt car samsung comput accessori gadget phone pacent abuja abujafct abujapeopl wuse abujaphon gadget abujac capitalhub buy sale fct servic tech technolog retwet,0,0,0
2304,dear appl product why is it so god samn complic to restart my macbok pro appl postscript i hate my iphon,0,0,0
2305,mum and dad have just bought me my birthday present d who netbok samsung birthday present mi,0,1,0
2306,sir pleas visit my all fiver profil it is help my profil thank shopifi news sport health trump usa rusi food iphon android,0,0,0
2307,digit pcs exquisit squishi random charm in iphon strap toy decor free shop style sale today,0,0,0
2308,gute moment when you do not have a hash button on your comput   have to copi   past it appl macbok,0,0,1
2309,final join the iphon famili tomorrow lol appl iphon earli christma,0,0,0
2310,forward the light sweden malm igdaili iphon bestof instamod instagram instagod instagraphi l,0,0,0
2311,earli birthday gift thank natmia  virgo twin appl aplewatch smile,0,0,0
2312,i do not know why my batteri goe low so freak fast agh iphon agh,0,0,0
2313,digit off code findgift digit desi coutur via redbubl iphonecas iphon bollywood tshirt,0,0,0
2314,dope notif to my iphon sold out my souli  r are bred  weirdogangbang n digit lbesh,0,0,0
2315,who is feel the for a metal inlay in our classic wood case silverandgold weng iphon iphonecas,0,0,0
2316,what do you want life pet doggi dog shihtzu sweet appl food excited,0,0,0
2317,work athom casual wednesday music work ventaja headphon soni fresh,0,0,0
2318,gota love when your macbok charger crap out on you and you realli can not bring yourself to spend   digit on a new one appl,0,0,1
2319,happi digit th birthday to the awesom pain in the butt crazi wonder beauti silli best mother ever happi birthday mother i love you new ipad download she s loyal birthday mom appl,0,0,0
2320,iphon x marbl gold case iphonex iphon iphonecs marbl like,0,0,0
2321,i am love my new ap lol this where it is at lol   real ap me iphon fun funy,0,0,0
2322,mayb it is a good occas to remark i am join the team,0,0,0
2323,happi birthday to me sonystudio soni film movi happi birthday birthday birthday,0,0,0
2324,the only time when i am technolog incap is when i get to use an appl product neverapl againstapl,0,0,1
2325,oh hey marilyn you look mighti fine wear my phone digit super skinit samsung obsess marilynm,0,1,0
2326,morn stroll with my girl familyfirst shanghai nofilt iphon tomson pudong golf,0,0,0
2327,photo resterfortbel digit   peter digit | just the truth iphon instaquot quoteoftheday,0,0,0
2328,me girl brazil life photo face happi galaxi digit samsung friday ana god,0,0,0
2329,i love you flower blossom sky instadaili iphon taipei taiwan pink stretsnap,0,0,0
2330,sun is shine and so are you off to amsterdam edm music meet soni smile,0,0,0
2331,think the next phone i buy will not be an iphon stupid thing aggrav,0,0,0
2332,my phone came with a cute blue travel bag samsung galaxi s digit bless,0,0,0
2333,hahah i did the same thing with my ipod karma,0,0,0
2334,why does everyon have an iphon when they have bad batteri life wantandroidback,1,0,1
2335,the s digit is basic the iphon digit for android and i love it everyth an iphon get without having to get one droid,0,0,0
2336,while listen play hungri shark evolut hahah iphon music listen to how you get the girl,0,0,0
2337,five injur in headon crash in news photographi fashion health failur tech ipad iphon funni lol,0,0,0
2338,your appl watch can now tell if you re or sad from how you speak to it,0,0,0
2339,i the new improv to the ap on the iphon i can final upload multipl pictur at once,0,0,0
2340,photo tattoo friend iphon glass fierc whitet rs favorit taken with instagram,0,0,0
2341,ma birthday month is off to a loud start \o  decemb newphon samsung galaxi s digit mini,0,1,0
2342,turnin up with flex dj produc music ratpack abe gold appl mac,0,0,0
2343,thank appl for your flodalert safe in my bed i canot go back to sleep kilm iphon ihavetobeupson,0,0,1
2344,let the one you know where you are at with a simpl push of a button with new alstat ap for iphon,0,0,0
2345,fyi none tri to imesag me because i no longer have an iphon galaxi samsunglov,0,0,1
2346,never thought i would say this but i want my beri back nophon rattl,0,0,0
2347,forget urban go work boy smile work life soni very xadrez white day gep,0,0,0
2348,love my new headphon soni mdr v digit soni headphon mdrv digit,0,0,0
2349,amaz beauti picoftheday instadaili captur moment movil phone samsung yeiglez,0,0,0
2350,my new babi samsung newphon galaxi aseri galaxya digit gadget pinoy phone,0,0,0
2351,appl i hate the headphon jack on my iphon digit the worst fuck place to put it i expect better of appl ruinediphon digit,0,0,0
2352,new toy sonya digit i a digit i soni photograph camera electron photo kr photographi,0,0,0
2353,your latest smart home news smarthom amazon amazonalexa googl goglehom homedecor home iphon news,0,0,0
2354,fuck you with all my heart mother fucker bo digit activis playstat digit soni playstat blackop digit,0,0,1
2355,follow on instagram what is up surf fun capetown funni sexi me samsung,0,0,0
2356,imovi will not open sinc i have updat it to   digit and i still have video to edit for an assembl tomorrow couldcri,0,0,1
2357,what is this iphon day at joe mobil tech fackapl iphonessuck if i could bad slap stevejob right meow i would hard,1,0,1
2358,i hope your server melt in a catastroph loss of corpor inform ensu,0,0,1
2359,yay it is friday work appl imac good day weekend endlichwochend wasdalo,0,0,0
2360,old school iphonesia iphon instagod instagram photoftheday twegram iphoneon igers,0,0,0
2361,it is about fuck time they made a digit digit updat stupid digit digit updat appl,0,0,1
2362,laugh nice graphic new game fun adventur appl io ap ipod touch ipad,0,1,0
2363,had to restor my phone and everyth got delet famili somad appl,0,0,1
2364,appl you suck hide your crapl pl next one i see i am whip out my tool and i am gona pee on it appl your lawsuit is a joke,0,0,1
2365,and it is time for music produc producerlif imac appl ableton traktor djlife dj photo mood makingof play,0,0,0
2366,appl turnip beauti ad to my kale   colardgren harlem,0,0,0
2367,live happili ever after flower smile tile pen color xperia soni xa digit,0,0,0
2368,also help and vote for solehop makeadifer solehop hope popular stand iphon,0,0,0
2369,gain follow rt this must follow me i follow back follow everyon who rts gain iphon sougofolow digit   vc,0,0,0
2370,my new tv furnitur so proud tv furnitur proud wall led samsung decor,0,0,0
2371,there are so cool staff in our shop brows ton of shaki design that can protect your phone facebok iphon case,0,0,0
2372,green life stemit green life art artphotographi natur naturephoto naturelif green grenlif stori blog photo photo photographi soni sonylen sonyphoto sonyphotographi sonyimag photof feed follow top cool,0,0,0
2373,christianpickuplin iphon ipad io natur   gocoug utpol digit s r   b jag edg dru hill,0,0,0
2374,final home tnx to my boss and colleagu for the birthday kick off lol samsung,0,0,0
2375,with love myself picoftheday me too day selca selfi iphon hendrizious,0,0,0
2376,charg the ipad readi for comic con play digit minut of famili guy and lost digit batteri appl,0,0,1
